ID,Home_income,Home_car,Home_drive,Age,Gender,Home_type,P_Trip_purpose,P_Trip_seq
251237_1,2,0,0,"[60,65)",0,2,4,2
165572_1,3,0,1,"[30,35)",1,3,0,1
251879_1,4,1,0,"[70,75)",1,1,2,1
179134_1,4,1,1,"[45,50)",1,4,4,2
139182_2,3,0,0,"[30,35)",0,1,4,2
251851_2,3,1,1,"[70,75)",0,1,2,1
138676_1,3,1,1,"[30,35)",1,1,0,1
249668_1,4,1,1,"[55,60)",0,1,2,1
252661_2,1,0,0,"[75,80)",0,1,4,2
179134_2,4,1,0,"[45,50)",0,4,0,1
249828_4,4,1,0,"[20,25)",0,1,4,3
140975_1,5,1,1,"[55,60)",1,1,0,1
250111_2,4,1,1,"[55,60)",0,1,0,1
249903_1,4,1,1,"[55,60)",1,1,0,1
252655_1,3,1,1,"[45,50)",1,3,0,1
179134_3,4,1,0,"[15,20)",1,4,4,2
249903_2,4,1,1,"[55,60)",0,1,0,1
250111_2,4,1,1,"[55,60)",0,1,4,2
179134_4,4,1,0,"[15,20)",1,4,4,4
132098_3,4,1,1,"[25,30)",0,3,0,1
167396_4,4,1,0,"[15,20)",0,1,1,3
251851_3,3,1,1,"[40,45)",1,1,0,1
179134_2,4,1,0,"[45,50)",0,4,4,2
179134_4,4,1,0,"[15,20)",1,4,1,3
249903_1,4,1,1,"[55,60)",1,1,4,2
249392_1,2,0,1,"[65,70)",1,3,4,2
249392_1,2,0,1,"[65,70)",1,3,0,1
179134_3,4,1,0,"[15,20)",1,4,0,1
249649_1,5,1,1,"[60,65)",1,1,4,2
175756_1,4,1,1,"[40,45)",1,1,4,2
249649_3,5,1,1,"[25,30)",1,1,4,2
249367_1,3,0,0,"[60,65)",1,3,4,2
138676_1,3,1,1,"[30,35)",1,1,4,2
179134_1,4,1,1,"[45,50)",1,4,0,1
249383_1,3,0,1,"[70,75)",1,3,4,2
249367_1,3,0,0,"[60,65)",1,3,0,1
250584_2,4,0,1,"[35,40)",0,1,4,2
250584_1,4,0,1,"[35,40)",0,1,0,1
250584_2,4,0,1,"[35,40)",0,1,0,1
255064_1,3,1,1,"[45,50)",1,2,0,1
250584_1,4,0,1,"[35,40)",0,1,4,2
254535_2,3,1,0,"[80,85)",0,4,2,1
254535_2,3,1,0,"[80,85)",0,4,4,2
250848_1,5,1,1,"[35,40)",1,1,0,1
247612_1,2,0,1,"[80,85)",1,1,1,1
254528_4,3,1,1,"[35,40)",1,1,4,2
255064_3,3,1,0,"[20,25)",0,2,0,1
247612_2,2,0,0,"[75,80)",0,1,4,3
250848_2,5,1,1,"[25,30)",0,1,0,1
248908_3,5,0,1,"[30,35)",1,1,4,2
254497_4,5,1,1,"[25,30)",0,4,2,2
247612_1,2,0,1,"[80,85)",1,1,4,3
247612_2,2,0,0,"[75,80)",0,1,2,2
250848_1,5,1,1,"[35,40)",1,1,4,2
249967_1,2,0,0,"[75,80)",0,3,2,1
254497_4,5,1,1,"[25,30)",0,4,0,1
250710_5,6,1,0,"[20,25)",1,1,4,2
247612_1,2,0,1,"[80,85)",1,1,2,2
247612_2,2,0,0,"[75,80)",0,1,1,1
255064_3,3,1,0,"[20,25)",0,2,4,2
255064_4,3,1,0,"[15,20)",0,2,0,1
255064_4,3,1,0,"[15,20)",0,2,4,2
248908_2,5,0,1,"[35,40)",1,1,0,1
248908_2,5,0,1,"[35,40)",1,1,4,2
250710_5,6,1,0,"[20,25)",1,1,0,1
254528_3,3,1,1,"[40,45)",1,1,4,2
254458_1,4,1,1,"[40,45)",1,1,0,1
249501_2,1,0,1,"[55,60)",0,2,4,2
250654_2,3,1,0,"[60,65)",0,2,0,1
248908_3,5,0,1,"[30,35)",1,1,0,1
249501_1,1,0,1,"[60,65)",1,2,0,1
248841_3,4,1,0,"[25,30)",0,1,0,1
248841_3,4,1,0,"[25,30)",0,1,4,2
254528_3,3,1,1,"[40,45)",1,1,0,1
254528_4,3,1,1,"[35,40)",1,1,0,1
255064_1,3,1,1,"[45,50)",1,2,4,2
252413_2,4,0,1,"[45,50)",0,6,2,1
252413_1,4,0,1,"[45,50)",1,6,4,2
250457_1,4,1,1,"[35,40)",1,2,0,1
252413_2,4,0,1,"[45,50)",0,6,4,2
250409_1,2,0,0,"[50,55)",0,2,0,1
250457_2,4,1,1,"[35,40)",0,2,4,2
249501_1,1,0,1,"[60,65)",1,2,4,2
254497_4,5,1,1,"[25,30)",0,4,4,3
254398_1,1,0,0,"[80,85)",0,6,4,2
250409_1,2,0,0,"[50,55)",0,2,4,2
252413_1,4,0,1,"[45,50)",1,6,0,1
250457_2,4,1,1,"[35,40)",0,2,0,1
250848_2,5,1,1,"[25,30)",0,1,4,2
250457_1,4,1,1,"[35,40)",1,2,4,2
249501_2,1,0,1,"[55,60)",0,2,3,1
254458_1,4,1,1,"[40,45)",1,1,4,2
244430_1,4,1,1,"[60,65)",1,1,0,1
249028_4,5,1,0,"[15,20)",0,1,4,3
249028_4,5,1,0,"[15,20)",0,1,1,2
254366_4,4,1,1,"[25,30)",1,1,4,2
252669_3,5,1,1,"[25,30)",1,1,0,1
255104_4,4,0,0,"[20,25)",0,1,0,1
188987_1,4,1,1,"[60,65)",1,1,0,1
248974_1,5,1,1,"[60,65)",1,1,0,1
254366_3,4,1,1,"[25,30)",1,1,4,2
248701_1,5,1,1,"[50,55)",1,1,4,2
254303_1,4,1,1,"[45,50)",1,1,4,2
244430_1,4,1,1,"[60,65)",1,1,4,2
255104_4,4,0,0,"[20,25)",0,1,4,2
252669_3,5,1,1,"[25,30)",1,1,4,2
248974_3,5,1,0,"[25,30)",0,1,0,1
255136_1,4,1,1,"[40,45)",1,1,0,1
188987_4,4,1,1,"[55,60)",0,1,0,1
249725_1,1,1,1,"[70,75)",1,1,4,2
251683_4,5,1,1,"[20,25)",0,1,4,2
251683_1,5,1,1,"[55,60)",1,1,0,1
254366_3,4,1,1,"[25,30)",1,1,0,1
251038_2,4,1,1,"[30,35)",0,1,0,1
255104_2,4,0,0,"[60,65)",0,1,4,2
251560_2,5,1,1,"[40,45)",0,1,2,1
188987_1,4,1,1,"[60,65)",1,1,4,2
248701_1,5,1,1,"[50,55)",1,1,0,1
255136_1,4,1,1,"[40,45)",1,1,4,2
254366_4,4,1,1,"[25,30)",1,1,0,1
249236_1,6,1,1,"[75,80)",1,1,1,3
255104_3,4,0,0,"[30,35)",0,1,4,2
188987_4,4,1,1,"[55,60)",0,1,4,2
251683_1,5,1,1,"[55,60)",1,1,4,2
254867_1,5,1,1,"[50,55)",1,1,0,1
252669_4,5,1,0,"[20,25)",0,1,4,2
254867_1,5,1,1,"[50,55)",1,1,4,2
251038_2,4,1,1,"[30,35)",0,1,4,2
249768_1,5,1,1,"[55,60)",1,1,4,2
252601_1,5,1,1,"[60,65)",1,1,4,2
248974_3,5,1,0,"[25,30)",0,1,4,2
214240_3,4,1,1,"[25,30)",1,1,4,2
251683_4,5,1,1,"[20,25)",0,1,0,1
252669_4,5,1,0,"[20,25)",0,1,0,1
252601_1,5,1,1,"[60,65)",1,1,0,1
255104_3,4,0,0,"[30,35)",0,1,0,1
249236_4,6,1,1,"[35,40)",0,1,0,1
251560_2,5,1,1,"[40,45)",0,1,4,2
255104_2,4,0,0,"[60,65)",0,1,0,1
214240_3,4,1,1,"[25,30)",1,1,0,1
249236_4,6,1,1,"[35,40)",0,1,4,3
214240_2,4,1,1,"[25,30)",0,1,0,1
254303_1,4,1,1,"[45,50)",1,1,0,1
214240_2,4,1,1,"[25,30)",0,1,4,2
249768_1,5,1,1,"[55,60)",1,1,0,1
249725_1,1,1,1,"[70,75)",1,1,3,1
249236_1,6,1,1,"[75,80)",1,1,1,2
249070_1,5,1,1,"[60,65)",1,1,0,1
249236_4,6,1,1,"[35,40)",0,1,3,2
252601_3,5,1,1,"[30,35)",1,1,0,1
75431_3,2,0,0,"[60,65)",0,1,4,2
248046_2,5,1,1,"[45,50)",0,1,0,1
79018_2,4,1,0,"[25,30)",0,1,0,1
75246_1,1,1,1,"[55,60)",1,1,2,2
75639_1,3,0,0,"[35,40)",0,1,0,1
254922_2,4,1,1,"[40,45)",0,1,4,2
73714_2,4,1,1,"[60,65)",0,1,0,1
20083_3,3,1,1,"[25,30)",1,1,0,1
73068_3,4,1,1,"[25,30)",1,1,2,2
20595_2,3,1,0,"[65,70)",0,1,4,2
252639_3,3,1,1,"[35,40)",0,1,4,2
20083_3,3,1,1,"[25,30)",1,1,4,2
75246_1,1,1,1,"[55,60)",1,1,4,3
248046_3,5,1,0,"[20,25)",0,1,0,1
78900_1,4,1,0,"[55,60)",0,1,4,2
252639_3,3,1,1,"[35,40)",0,1,0,1
189902_1,5,1,1,"[65,70)",1,1,1,3
20021_2,4,1,1,"[35,40)",1,1,0,1
75246_2,1,1,1,"[55,60)",0,1,0,1
74459_2,1,0,0,"[65,70)",0,1,4,3
73068_3,4,1,1,"[25,30)",1,1,4,3
189954_2,5,1,1,"[45,50)",0,1,0,1
75431_2,2,0,0,"[30,35)",1,1,0,1
252647_1,4,1,1,"[40,45)",1,1,4,2
21058_2,4,1,1,"[50,55)",0,1,0,1
254351_1,2,0,1,"[70,75)",1,1,4,2
72850_1,3,0,0,"[60,65)",0,1,0,1
73068_1,4,1,1,"[60,65)",1,1,0,1
79018_2,4,1,0,"[25,30)",0,1,4,2
21058_2,4,1,1,"[50,55)",0,1,4,4
252639_4,3,1,1,"[25,30)",0,1,4,2
75246_1,1,1,1,"[55,60)",1,1,0,1
20900_1,4,1,1,"[35,40)",1,1,4,2
78900_1,4,1,0,"[55,60)",0,1,3,1
254365_2,1,0,0,"[75,80)",0,1,2,1
254316_1,1,0,0,"[70,75)",0,1,4,2
79051_3,2,0,1,"[25,30)",1,1,2,1
74459_2,1,0,0,"[65,70)",0,1,2,1
254351_1,2,0,1,"[70,75)",1,1,2,1
78855_1,2,0,0,"[65,70)",0,1,4,2
75168_1,2,1,1,"[60,65)",0,1,4,2
20595_2,3,1,0,"[65,70)",0,1,0,1
254922_1,4,1,1,"[45,50)",1,1,0,1
189902_2,5,1,1,"[65,70)",0,1,2,1
79018_3,4,1,1,"[30,35)",0,1,4,2
78943_1,2,0,0,"[60,65)",0,1,4,2
189954_3,5,1,0,"[20,25)",0,1,2,2
252645_3,1,1,1,"[30,35)",1,1,4,2
23934_2,3,1,1,"[35,40)",0,1,0,1
21058_3,4,1,1,"[25,30)",0,1,2,1
189902_4,5,1,1,"[30,35)",0,1,4,2
189902_2,5,1,1,"[65,70)",0,1,4,2
254922_1,4,1,1,"[45,50)",1,1,4,2
21058_3,4,1,1,"[25,30)",0,1,4,2
74237_3,2,0,0,"[25,30)",1,1,4,2
74237_1,2,0,0,"[60,65)",0,1,0,1
254922_2,4,1,1,"[40,45)",0,1,4,4
252645_4,1,1,1,"[30,35)",0,1,4,2
75168_1,2,1,1,"[60,65)",0,1,0,1
75431_2,2,0,0,"[30,35)",1,1,4,2
252639_4,3,1,1,"[25,30)",0,1,0,1
254351_2,2,0,1,"[70,75)",0,1,4,4
189954_3,5,1,0,"[20,25)",0,1,0,1
252645_3,1,1,1,"[30,35)",1,1,0,1
72850_2,3,0,0,"[30,35)",1,1,0,1
72850_2,3,0,0,"[30,35)",1,1,4,4
73068_1,4,1,1,"[60,65)",1,1,4,2
72850_1,3,0,0,"[60,65)",0,1,4,2
79018_1,4,1,0,"[60,65)",0,1,4,2
254922_2,4,1,1,"[40,45)",0,1,3,1
21542_1,2,0,0,"[65,70)",0,1,4,2
74237_3,2,0,0,"[25,30)",1,1,0,1
252645_4,1,1,1,"[30,35)",0,1,0,1
23934_2,3,1,1,"[35,40)",0,1,4,2
73068_3,4,1,1,"[25,30)",1,1,2,1
74459_1,1,0,0,"[70,75)",1,1,2,1
247999_2,4,0,0,"[65,70)",0,1,2,1
79018_3,4,1,1,"[30,35)",0,1,0,1
73068_2,4,1,1,"[60,65)",0,1,4,2
189954_3,5,1,0,"[20,25)",0,1,4,3
20415_1,2,0,0,"[60,65)",0,4,4,2
20615_1,2,1,0,"[65,70)",0,1,0,1
189902_1,5,1,1,"[65,70)",1,1,4,4
72850_3,3,0,0,"[25,30)",1,1,2,1
248046_3,5,1,0,"[20,25)",0,1,4,3
247989_2,4,1,0,"[70,75)",0,1,3,1
73714_2,4,1,1,"[60,65)",0,1,4,2
189954_2,5,1,1,"[45,50)",0,1,4,2
23647_2,5,1,0,"[35,40)",0,1,4,3
21542_1,2,0,0,"[65,70)",0,1,0,1
254922_2,4,1,1,"[40,45)",0,1,2,3
20900_1,4,1,1,"[35,40)",1,1,0,1
252647_1,4,1,1,"[40,45)",1,1,0,1
73068_2,4,1,1,"[60,65)",0,1,0,1
74459_1,1,0,0,"[70,75)",1,1,4,2
72850_3,3,0,0,"[25,30)",1,1,4,2
254351_2,2,0,1,"[70,75)",0,1,2,3
74237_1,2,0,0,"[60,65)",0,1,4,2
75057_1,1,1,1,"[65,70)",0,1,0,1
75325_1,4,1,1,"[65,70)",1,1,4,3
247999_2,4,0,0,"[65,70)",0,1,4,2
79018_1,4,1,0,"[60,65)",0,1,0,1
20415_1,2,0,0,"[60,65)",0,4,0,1
73422_1,3,1,1,"[60,65)",0,1,4,2
75057_1,1,1,1,"[65,70)",0,1,4,2
247989_2,4,1,0,"[70,75)",0,1,4,2
78943_1,2,0,0,"[60,65)",0,1,0,1
20615_1,2,1,0,"[65,70)",0,1,4,2
23647_2,5,1,0,"[35,40)",0,1,3,2
78817_1,1,0,0,"[70,75)",0,1,3,1
254365_2,1,0,0,"[75,80)",0,1,4,2
73422_1,3,1,1,"[60,65)",0,1,0,1
73334_3,4,1,1,"[30,35)",1,1,4,2
75639_1,3,0,0,"[35,40)",0,1,4,2
248046_2,5,1,1,"[45,50)",0,1,4,2
75431_3,2,0,0,"[60,65)",0,1,0,1
78817_1,1,0,0,"[70,75)",0,1,4,2
78855_1,2,0,0,"[65,70)",0,1,0,1
73334_3,4,1,1,"[30,35)",1,1,0,1
75325_1,4,1,1,"[65,70)",1,1,0,1
253221_2,5,1,0,"[60,65)",0,1,4,2
248450_1,3,1,0,"[65,70)",0,1,2,1
246225_1,4,1,1,"[45,50)",1,1,0,1
252976_1,4,0,1,"[65,70)",1,1,4,2
246225_1,4,1,1,"[45,50)",1,1,4,2
253191_1,5,1,1,"[65,70)",1,1,4,2
253167_5,5,1,1,"[45,50)",0,1,0,1
246225_2,4,1,1,"[35,40)",0,1,4,2
254029_4,5,1,0,"[15,20)",0,1,4,2
254029_1,5,1,1,"[50,55)",1,1,0,1
246225_2,4,1,1,"[35,40)",0,1,0,1
252976_1,4,0,1,"[65,70)",1,1,0,1
248450_2,3,1,1,"[65,70)",1,1,4,2
254029_4,5,1,0,"[15,20)",0,1,0,1
254029_1,5,1,1,"[50,55)",1,1,4,2
253167_2,5,1,0,"[65,70)",0,1,2,1
245296_1,2,1,1,"[65,70)",1,1,3,1
253566_4,3,1,0,"[85,90]",0,1,2,1
245277_2,3,1,1,"[65,70)",0,1,3,1
252877_3,3,1,0,"[15,20)",1,1,1,3
252976_3,4,0,1,"[30,35)",0,1,0,1
245277_2,3,1,1,"[65,70)",0,1,4,2
253221_2,5,1,0,"[60,65)",0,1,0,1
168202_3,4,1,0,"[15,20)",0,1,4,3
253184_2,5,0,0,"[55,60)",0,2,0,1
253184_2,5,0,0,"[55,60)",0,2,4,2
248450_2,3,1,1,"[65,70)",1,1,2,1
253167_2,5,1,0,"[65,70)",0,1,4,2
253566_4,3,1,0,"[85,90]",0,1,4,2
168202_3,4,1,0,"[15,20)",0,1,1,2
248450_1,3,1,0,"[65,70)",0,1,4,2
245296_2,2,1,1,"[60,65)",0,1,2,1
252976_3,4,0,1,"[30,35)",0,1,4,2
253167_5,5,1,1,"[45,50)",0,1,4,2
253187_5,6,1,1,"[35,40)",0,1,0,1
253191_1,5,1,1,"[65,70)",1,1,0,1
253187_5,6,1,1,"[35,40)",0,1,4,2
253184_1,5,0,0,"[60,65)",1,2,0,1
253184_1,5,0,0,"[60,65)",1,2,4,2
245296_1,2,1,1,"[65,70)",1,1,4,2
245296_2,2,1,1,"[60,65)",0,1,4,2
252877_3,3,1,0,"[15,20)",1,1,4,4
253797_2,2,0,0,"[70,75)",0,1,4,2
253794_5,6,1,0,"[10,15)",1,1,4,3
253769_4,5,1,1,"[25,30)",0,1,0,1
253735_4,5,1,1,"[35,40)",0,4,0,1
253681_3,4,0,0,"[35,40)",0,4,0,1
253769_4,5,1,1,"[25,30)",0,1,4,2
253731_1,3,1,1,"[85,90]",1,1,3,1
253794_5,6,1,0,"[10,15)",1,1,1,2
253627_1,4,0,1,"[45,50)",1,1,4,2
253731_1,3,1,1,"[85,90]",1,1,4,2
253803_1,5,1,1,"[55,60)",1,1,4,2
253627_1,4,0,1,"[45,50)",1,1,0,1
253797_2,2,0,0,"[70,75)",0,1,2,1
253794_3,6,1,1,"[35,40)",0,1,0,1
253794_3,6,1,1,"[35,40)",0,1,4,2
253803_1,5,1,1,"[55,60)",1,1,0,1
253735_4,5,1,1,"[35,40)",0,4,4,2
253803_3,5,1,1,"[25,30)",0,1,0,1
253803_3,5,1,1,"[25,30)",0,1,4,2
253681_3,4,0,0,"[35,40)",0,4,4,2
252804_3,4,1,1,"[50,55)",0,1,4,2
229985_3,4,1,0,"[15,20)",0,2,0,1
252804_4,4,1,0,"[20,25)",0,1,4,2
252804_3,4,1,1,"[50,55)",0,1,0,1
239696_2,5,1,1,"[35,40)",1,2,0,1
252804_4,4,1,0,"[20,25)",0,1,0,1
239696_2,5,1,1,"[35,40)",1,2,2,2
229985_3,4,1,0,"[15,20)",0,2,4,2
239696_2,5,1,1,"[35,40)",1,2,4,3
253025_3,4,1,1,"[25,30)",1,1,0,1
253145_5,5,1,0,"[20,25)",1,1,4,2
253145_5,5,1,0,"[20,25)",1,1,0,1
243033_1,5,0,1,"[30,35)",0,1,0,1
253025_3,4,1,1,"[25,30)",1,1,4,2
247669_1,2,1,1,"[55,60)",0,4,0,1
229999_2,1,0,0,"[75,80)",0,1,4,2
247669_1,2,1,1,"[55,60)",0,4,4,2
253145_4,5,1,1,"[25,30)",1,1,4,2
252871_2,5,1,1,"[45,50)",0,1,0,1
252981_3,5,1,1,"[30,35)",1,1,4,2
253023_4,5,1,0,"[20,25)",0,1,0,1
253023_4,5,1,0,"[20,25)",0,1,4,2
243033_1,5,0,1,"[30,35)",0,1,4,2
252981_3,5,1,1,"[30,35)",1,1,0,1
253145_4,5,1,1,"[25,30)",1,1,0,1
252871_2,5,1,1,"[45,50)",0,1,4,2
252856_2,1,1,1,"[70,75)",0,1,2,1
252856_2,1,1,1,"[70,75)",0,1,4,2
93345_1,6,1,1,"[30,35)",0,1,0,1
149595_1,3,0,0,"[30,35)",0,1,4,2
189463_1,4,1,1,"[30,35)",1,1,0,1
93345_1,6,1,1,"[30,35)",0,1,4,2
189576_3,4,0,0,"[65,70)",0,1,0,1
150301_1,4,1,1,"[30,35)",1,1,4,2
189576_2,4,0,1,"[20,25)",1,1,2,1
257703_5,2,0,0,"[15,20)",0,1,4,2
186059_2,3,0,0,"[35,40)",0,1,4,2
186059_1,3,0,1,"[40,45)",1,1,4,2
257503_2,2,1,1,"[50,55)",0,1,0,1
85129_2,3,1,0,"[35,40)",0,1,3,2
149595_1,3,0,0,"[30,35)",0,1,0,1
93308_2,4,1,0,"[35,40)",0,1,0,1
93304_1,3,1,1,"[35,40)",0,1,4,2
93308_1,4,1,1,"[40,45)",1,1,0,1
257719_2,4,1,1,"[40,45)",1,1,0,1
93041_2,4,1,0,"[50,55)",0,1,4,2
257274_2,3,0,1,"[20,25)",1,1,0,1
184846_1,4,1,1,"[45,50)",1,1,4,2
257719_2,4,1,1,"[40,45)",1,1,4,2
93041_1,4,1,1,"[50,55)",1,1,4,2
149681_1,4,1,1,"[30,35)",1,1,0,1
186059_2,3,0,0,"[35,40)",0,1,0,1
184846_2,4,1,1,"[45,50)",0,1,4,2
93304_1,3,1,1,"[35,40)",0,1,0,1
93041_1,4,1,1,"[50,55)",1,1,0,1
257503_1,2,1,1,"[55,60)",1,1,0,1
257615_3,2,0,0,"[15,20)",1,1,0,1
257703_2,2,0,1,"[45,50)",0,1,4,2
189576_1,4,0,1,"[45,50)",0,1,4,2
257689_4,4,1,0,"[25,30)",0,1,4,2
93278_1,4,1,1,"[35,40)",1,1,0,1
93262_3,3,1,0,"[30,35)",0,1,0,1
189576_3,4,0,0,"[65,70)",0,1,4,2
85460_1,4,1,1,"[35,40)",1,1,0,1
85460_1,4,1,1,"[35,40)",1,1,4,2
149681_1,4,1,1,"[30,35)",1,1,4,2
173716_1,3,0,0,"[60,65)",0,1,4,2
257703_5,2,0,0,"[15,20)",0,1,0,1
186059_1,3,0,1,"[40,45)",1,1,0,1
257703_4,2,0,0,"[25,30)",0,1,3,1
173911_1,4,1,1,"[30,35)",1,1,0,1
257503_1,2,1,1,"[55,60)",1,1,4,2
93262_1,3,1,1,"[50,55)",0,1,4,2
93250_1,4,1,1,"[50,55)",1,1,0,1
184846_2,4,1,1,"[45,50)",0,1,0,1
189576_2,4,0,1,"[20,25)",1,1,3,2
173716_1,3,0,0,"[60,65)",0,1,0,1
93295_1,4,1,1,"[30,35)",0,1,0,1
184846_1,4,1,1,"[45,50)",1,1,0,1
93207_1,3,1,1,"[45,50)",0,1,4,2
173911_1,4,1,1,"[30,35)",1,1,4,2
257722_3,4,1,0,"[30,35)",1,1,4,2
257324_3,4,1,0,"[25,30)",0,1,4,2
257703_4,2,0,0,"[25,30)",0,1,4,2
257716_2,3,0,1,"[70,75)",0,1,0,1
257657_2,4,1,1,"[55,60)",0,1,0,1
93308_1,4,1,1,"[40,45)",1,1,4,2
257697_2,4,0,0,"[45,50)",1,1,2,1
257324_3,4,1,0,"[25,30)",0,1,0,1
152869_2,4,1,0,"[45,50)",0,1,4,2
93262_3,3,1,0,"[30,35)",0,1,4,2
257607_1,5,0,1,"[65,70)",1,1,0,1
189416_1,4,1,1,"[45,50)",1,1,0,1
257721_2,4,0,0,"[50,55)",0,1,4,2
152635_1,4,0,1,"[45,50)",1,1,4,2
257274_2,3,0,1,"[20,25)",1,1,4,2
187759_2,4,1,0,"[50,55)",0,1,0,1
93041_2,4,1,0,"[50,55)",0,1,0,1
93278_1,4,1,1,"[35,40)",1,1,4,2
257689_4,4,1,0,"[25,30)",0,1,0,1
187759_1,4,1,1,"[50,55)",1,1,4,2
93207_1,3,1,1,"[45,50)",0,1,0,1
257657_2,4,1,1,"[55,60)",0,1,4,2
257605_4,5,1,1,"[25,30)",0,1,4,2
257615_3,2,0,0,"[15,20)",1,1,4,2
257716_2,3,0,1,"[70,75)",0,1,4,2
189219_1,4,1,1,"[35,40)",1,1,0,1
257629_1,3,1,0,"[55,60)",0,1,0,1
257454_1,3,0,0,"[50,55)",0,1,4,2
85504_1,4,0,1,"[45,50)",0,1,0,1
257482_2,2,0,0,"[70,75)",0,1,4,2
257482_1,2,0,0,"[80,85)",1,1,4,2
257703_2,2,0,1,"[45,50)",0,1,0,1
189683_2,3,0,0,"[35,40)",0,1,4,2
149249_1,4,1,1,"[50,55)",1,1,4,2
250549_4,5,1,1,"[25,30)",0,1,0,1
257629_1,3,1,0,"[55,60)",0,1,4,2
93262_2,3,1,1,"[20,25)",1,1,4,3
257725_3,2,0,1,"[40,45)",1,1,0,1
93262_2,3,1,1,"[20,25)",1,1,0,1
257300_1,4,0,1,"[60,65)",1,1,4,2
257629_2,3,1,1,"[25,30)",1,1,4,2
184983_4,4,1,0,"[30,35)",0,1,4,2
257607_1,5,0,1,"[65,70)",1,1,4,2
150301_1,4,1,1,"[30,35)",1,1,0,1
257482_1,2,0,0,"[80,85)",1,1,2,1
189683_2,3,0,0,"[35,40)",0,1,0,1
214282_1,4,0,0,"[60,65)",0,1,0,1
189416_1,4,1,1,"[45,50)",1,1,4,2
93262_1,3,1,1,"[50,55)",0,1,0,1
189840_1,4,0,0,"[50,55)",0,1,4,2
93295_1,4,1,1,"[30,35)",0,1,4,3
189219_1,4,1,1,"[35,40)",1,1,4,2
149249_1,4,1,1,"[50,55)",1,1,0,1
174501_1,4,1,1,"[30,35)",1,1,0,1
174501_1,4,1,1,"[30,35)",1,1,4,2
189576_1,4,0,1,"[45,50)",0,1,0,1
257503_2,2,1,1,"[50,55)",0,1,4,2
257607_3,5,0,1,"[25,30)",0,1,4,2
93242_3,3,1,0,"[10,15)",1,1,4,3
257300_2,4,0,0,"[55,60)",0,1,4,2
257300_2,4,0,0,"[55,60)",0,1,0,1
257300_3,4,0,0,"[25,30)",0,1,0,1
184709_1,4,1,1,"[50,55)",0,1,0,1
93250_1,4,1,1,"[50,55)",1,1,4,2
152635_1,4,0,1,"[45,50)",1,1,0,1
64373_1,1,0,0,"[40,45)",0,1,4,2
257454_2,3,0,0,"[25,30)",0,1,4,2
257630_1,5,1,0,"[25,30)",0,1,4,2
85504_1,4,0,1,"[45,50)",0,1,4,2
184945_3,6,1,0,"[10,15)",1,1,1,2
257721_3,4,0,1,"[25,30)",1,1,0,1
152869_2,4,1,0,"[45,50)",0,1,0,1
187759_2,4,1,0,"[50,55)",0,1,4,2
174245_1,4,1,1,"[45,50)",1,1,0,1
149249_2,4,1,0,"[45,50)",0,1,3,1
189463_1,4,1,1,"[30,35)",1,1,4,2
257589_1,3,0,1,"[60,65)",1,1,4,2
85389_1,3,1,1,"[30,35)",0,1,0,1
93308_2,4,1,0,"[35,40)",0,1,4,2
257683_2,4,1,1,"[50,55)",0,1,0,1
257482_2,2,0,0,"[70,75)",0,1,2,1
189713_1,4,0,1,"[45,50)",1,1,0,1
257300_3,4,0,0,"[25,30)",0,1,4,2
174501_2,4,1,0,"[30,35)",0,1,4,2
257605_4,5,1,1,"[25,30)",0,1,0,1
149249_2,4,1,0,"[45,50)",0,1,4,2
189463_2,4,1,1,"[30,35)",0,1,4,3
184528_1,4,1,1,"[45,50)",0,1,0,1
257688_3,4,0,1,"[25,30)",0,1,4,2
257686_2,2,1,0,"[20,25)",1,1,2,2
184945_1,6,1,1,"[40,45)",1,1,4,2
184528_1,4,1,1,"[45,50)",0,1,4,2
189713_1,4,0,1,"[45,50)",1,1,4,2
257630_1,5,1,0,"[25,30)",0,1,0,1
189893_1,3,0,1,"[30,35)",1,1,0,1
64373_1,1,0,0,"[40,45)",0,1,0,1
184709_2,4,1,1,"[50,55)",1,1,0,1
189463_2,4,1,1,"[30,35)",0,1,3,2
257607_3,5,0,1,"[25,30)",0,1,0,1
257722_3,4,1,0,"[30,35)",1,1,0,1
257454_2,3,0,0,"[25,30)",0,1,0,1
257454_1,3,0,0,"[50,55)",0,1,0,1
93446_1,3,1,1,"[45,50)",0,1,0,1
174245_1,4,1,1,"[45,50)",1,1,4,2
149487_2,3,0,0,"[30,35)",0,1,3,1
184945_4,6,1,0,"[10,15)",1,1,4,3
184945_3,6,1,0,"[10,15)",1,1,4,3
257688_3,4,0,1,"[25,30)",0,1,0,1
189893_1,3,0,1,"[30,35)",1,1,4,2
257300_1,4,0,1,"[60,65)",1,1,0,1
214282_1,4,0,0,"[60,65)",0,1,4,2
184709_1,4,1,1,"[50,55)",0,1,4,2
184709_2,4,1,1,"[50,55)",1,1,4,2
257721_2,4,0,0,"[50,55)",0,1,0,1
184945_4,6,1,0,"[10,15)",1,1,1,2
149487_1,3,0,1,"[30,35)",1,1,0,1
184983_4,4,1,0,"[30,35)",0,1,1,1
257686_2,2,1,0,"[20,25)",1,1,4,3
250549_3,5,1,1,"[30,35)",0,1,4,2
174501_2,4,1,0,"[30,35)",0,1,2,1
187759_1,4,1,1,"[50,55)",1,1,0,1
257589_1,3,0,1,"[60,65)",1,1,0,1
189280_1,4,1,1,"[40,45)",1,1,1,2
