ID,Home_income,Home_car,Home_drive,Age,Gender,Home_type,P_Trip_purpose,P_Trip_seq
245163_4,5,1,1,"[70,75)",0,4,0,1
242815_1,4,1,1,"[75,80)",1,2,4,2
252078_1,1,0,0,"[55,60)",1,5,1,2
251986_2,5,1,1,"[55,60)",0,1,2,1
242640_2,5,1,1,"[45,50)",0,3,4,2
242558_1,4,1,1,"[45,50)",0,4,4,2
242346_3,4,1,0,"[50,55)",1,3,4,2
244863_4,4,0,0,"[40,45)",1,4,0,1
252235_4,5,1,1,"[55,60)",1,4,4,2
242640_4,5,1,0,"[75,80)",1,3,1,2
252078_2,1,0,0,"[70,75)",0,5,0,1
242815_1,4,1,1,"[55,60)",1,2,0,1
241110_2,5,0,0,"[45,50)",0,1,0,1
242640_4,5,1,0,"[75,80)",1,3,4,3
241110_1,5,0,1,"[50,55)",1,1,4,2
242558_1,4,1,1,"[35,40)",0,4,0,1
242558_2,4,1,1,"[60,65)",0,4,4,2
245437_2,4,1,1,"[30,35)",0,1,0,1
245437_3,4,1,0,"[50,55)",0,1,0,1
245437_4,4,1,0,"[45,50)",0,1,4,2
245437_4,4,1,0,"[55,60)",0,1,0,1
244454_4,5,1,0,"[60,65)",0,1,0,1
248452_3,5,1,1,"[35,40)",1,1,4,2
248570_1,2,0,1,"[10,15)",0,1,0,1
245437_2,4,1,1,"[25,30)",0,1,4,2
248867_1,4,1,1,"[75,80)",1,1,0,1
248356_1,3,1,1,"[25,30)",1,3,0,1
248365_2,4,1,0,"[45,50)",0,2,3,1
244454_4,5,1,0,"[45,50)",0,1,2,2
248356_1,3,1,1,"[10,15)",1,3,4,2
245437_3,4,1,0,"[70,75)",0,1,4,3
245299_2,4,1,1,"[55,60)",0,1,3,1
250312_1,2,0,0,"[15,20)",0,4,1,2
245571_2,4,1,1,"[20,25)",0,2,4,2
248697_1,5,1,1,"[50,55)",1,1,4,2
248365_2,4,1,0,"[25,30)",0,2,4,2
248867_1,4,1,1,"[35,40)",1,1,4,2
244377_1,4,1,1,"[25,30)",1,2,4,2
244377_1,4,1,1,"[35,40)",1,2,0,1
248579_2,4,1,1,"[35,40)",1,4,4,2
248570_1,2,0,1,"[20,25)",0,1,4,2
245571_2,4,1,1,"[60,65)",0,2,2,1
248452_3,5,1,1,"[15,20)",1,1,0,1
248579_2,4,1,1,"[20,25)",1,4,0,1
245299_2,4,1,1,"[50,55)",0,1,4,2
248697_3,5,1,0,"[15,20)",0,1,4,2
248697_1,5,1,1,"[20,25)",1,1,0,1
248697_3,5,1,0,"[50,55)",0,1,3,1
250312_1,2,0,0,"[50,55)",0,4,4,3
250117_3,5,1,0,"[75,80)",0,2,4,2
248807_1,3,0,0,"[30,35)",1,4,2,1
248538_1,5,1,1,"[30,35)",1,3,4,2
248546_4,4,1,0,"[30,35)",1,2,0,1
248442_1,2,1,1,"[35,40)",1,2,4,2
249899_3,3,1,1,"[20,25)",1,2,0,1
247860_3,4,1,0,"[75,80)",1,3,4,2
245019_2,4,0,0,"[35,40)",0,3,0,1
248729_1,2,0,0,"[30,35)",0,2,4,2
248538_1,5,1,1,"[50,55)",1,3,0,1
249111_2,4,0,0,"[50,55)",0,2,4,2
248807_2,3,0,0,"[60,65)",0,4,4,2
248429_3,4,1,1,"[75,80)",1,2,4,2
248429_2,4,1,0,"[50,55)",0,2,4,2
248807_2,3,0,0,"[50,55)",0,4,0,1
248546_4,4,1,0,"[75,80)",1,2,4,2
249260_3,3,0,1,"[20,25)",1,4,4,3
247860_1,4,1,1,"[35,40)",1,3,0,1
248442_1,2,1,1,"[60,65)",1,2,0,1
249899_3,3,1,1,"[50,55)",1,2,4,2
247860_3,4,1,0,"[30,35)",1,3,2,1
250117_3,5,1,0,"[60,65)",0,2,0,1
248025_2,4,1,0,"[30,35)",0,3,4,2
245019_1,4,0,0,"[30,35)",0,3,4,2
245019_1,4,0,0,"[30,35)",0,3,0,1
249111_2,4,0,0,"[65,70)",0,2,0,1
249089_1,1,0,0,"[80,85)",0,3,4,2
248195_1,1,0,0,"[80,85)",0,3,2,1
248637_1,1,0,0,"[65,70)",0,3,4,2
248429_3,4,1,1,"[40,45)",1,2,0,1
248195_1,1,0,0,"[40,45)",0,3,2,2
248025_2,4,1,0,"[65,70)",0,3,2,1
245019_2,4,0,0,"[40,45)",0,3,4,2
248729_1,2,0,0,"[50,55)",0,2,0,1
249260_1,3,0,1,"[45,50)",1,4,4,2
248637_1,1,0,0,"[65,70)",0,3,0,1
249260_1,3,0,1,"[35,40)",1,4,2,1
249260_3,3,0,1,"[20,25)",1,4,0,1
247906_3,5,1,0,"[35,40)",1,2,4,2
249089_1,1,0,0,"[60,65)",0,3,2,1
248429_2,4,1,0,"[65,70)",0,2,0,1
247906_1,5,1,1,"[45,50)",1,2,0,1
247906_1,5,1,1,"[50,55)",1,2,4,3
247906_3,5,1,0,"[55,60)",1,2,0,1
106297_2,3,0,0,"[60,65)",0,5,0,1
106297_1,3,0,0,"[70,75)",0,5,0,1
73878_2,4,0,0,"[35,40)",1,3,0,1
106297_2,3,0,0,"[20,25)",0,5,4,2
206176_4,5,1,0,"[50,55)",0,4,0,1
206176_3,5,1,1,"[30,35)",1,4,0,1
248409_1,4,1,1,"[35,40)",1,2,0,1
73878_1,4,0,0,"[70,75)",0,3,0,1
206176_3,5,1,1,"[60,65)",1,4,4,3
243754_3,4,1,1,"[35,40)",1,2,4,2
243754_4,4,1,0,"[35,40)",0,2,0,1
73878_1,4,0,0,"[60,65)",0,3,4,2
246758_1,3,1,1,"[50,55)",1,2,0,1
106297_1,3,0,0,"[60,65)",0,5,4,2
249220_1,1,0,0,"[60,65)",0,2,4,2
249220_1,1,0,0,"[25,30)",0,2,0,1
73878_2,4,0,0,"[40,45)",1,3,4,2
206176_3,5,1,1,"[45,50)",1,4,1,2
106074_1,3,1,1,"[50,55)",1,5,0,1
243754_3,4,1,1,"[65,70)",1,2,0,1
247985_1,2,0,1,"[35,40)",1,4,4,2
247985_1,2,0,1,"[30,35)",1,4,0,1
246758_1,3,1,1,"[30,35)",1,2,4,2
106074_1,3,1,1,"[40,45)",1,5,4,2
243754_4,4,1,0,"[35,40)",0,2,4,2
72864_1,3,1,1,"[35,40)",1,4,0,1
106373_1,4,1,1,"[35,40)",1,5,4,2
72864_1,3,1,1,"[45,50)",1,4,4,3
72626_1,5,1,0,"[50,55)",0,4,0,1
103976_3,5,1,0,"[35,40)",0,4,0,1
103976_2,5,1,1,"[55,60)",0,4,4,2
200360_2,4,1,1,"[25,30)",0,4,4,2
103976_4,5,1,0,"[60,65)",0,4,4,2
103976_4,5,1,0,"[65,70)",0,4,0,1
103976_2,5,1,1,"[30,35)",0,4,0,1
200360_2,4,1,1,"[55,60)",0,4,0,1
103976_3,5,1,0,"[50,55)",0,4,4,2
106685_2,2,0,0,"[60,65)",0,3,2,1
106685_2,2,0,0,"[55,60)",0,3,4,2
36385_1,2,1,1,"[60,65)",1,3,0,1
37955_1,1,0,1,"[60,65)",0,3,2,1
35914_3,3,0,0,"[50,55)",0,4,1,3
33477_3,5,1,1,"[60,65)",0,2,4,2
10895_1,4,1,0,"[60,65)",0,2,2,2
37955_1,1,0,1,"[30,35)",0,3,4,2
33829_1,4,1,0,"[50,55)",1,3,2,2
241365_1,3,1,1,"[35,40)",1,3,4,2
33477_3,5,1,1,"[55,60)",0,2,0,1
33829_1,4,1,0,"[20,25)",1,3,4,3
162177_3,5,1,1,"[55,60)",0,4,0,1
36533_1,4,0,0,"[20,25)",0,4,0,1
36075_1,1,0,0,"[35,40)",1,2,0,1
241533_2,5,1,1,"[60,65)",0,2,0,1
36075_1,1,0,0,"[50,55)",1,2,3,2
161006_2,4,1,1,"[45,50)",0,4,4,2
35914_1,3,0,1,"[45,50)",1,4,0,1
36533_1,4,0,0,"[45,50)",0,4,4,2
10999_2,2,1,0,"[20,25)",0,2,4,2
241533_3,5,1,0,"[45,50)",0,2,4,2
10895_1,4,1,0,"[55,60)",0,2,0,1
10895_1,4,1,0,"[25,30)",0,2,4,3
33829_1,4,1,0,"[35,40)",1,3,0,1
35914_3,3,0,0,"[45,50)",0,4,4,4
36533_3,4,0,0,"[55,60)",0,4,1,2
161006_3,4,1,0,"[15,20)",0,4,0,1
37388_2,2,0,1,"[20,25)",1,4,3,2
162177_4,5,1,1,"[35,40)",0,4,0,1
33561_1,3,1,0,"[35,40)",0,3,4,2
33477_2,5,1,1,"[55,60)",0,2,0,1
241365_1,3,1,1,"[55,60)",1,3,0,1
33477_2,5,1,1,"[40,45)",0,2,4,2
241073_2,4,0,1,"[15,20)",1,2,3,1
162177_4,5,1,1,"[35,40)",0,4,4,3
241073_2,4,0,1,"[35,40)",1,2,4,2
10999_2,2,1,0,"[20,25)",0,2,2,1
35914_4,3,0,0,"[55,60)",0,4,1,2
35914_4,3,0,0,"[15,20)",0,4,1,3
35914_4,3,0,0,"[15,20)",0,4,4,4
241533_3,5,1,0,"[20,25)",0,2,0,1
36385_1,2,1,1,"[45,50)",1,3,4,2
162177_3,5,1,1,"[45,50)",0,4,4,2
251639_1,4,0,0,"[35,40)",0,3,0,1
36010_2,5,1,1,"[30,35)",1,2,0,1
161006_1,4,1,1,"[15,20)",1,4,0,1
35914_3,3,0,0,"[20,25)",0,4,1,2
162177_4,5,1,1,"[80,85)",0,4,3,2
37388_2,2,0,1,"[80,85)",1,4,0,1
36533_3,4,0,0,"[80,85)",0,4,4,3
37388_2,2,0,1,"[35,40)",1,4,4,3
161006_2,4,1,1,"[35,40)",0,4,0,1
250335_3,6,1,1,"[40,45)",1,4,4,2
241437_3,4,0,1,"[15,20)",1,2,4,2
161006_3,4,1,0,"[35,40)",0,4,4,2
36010_2,5,1,1,"[35,40)",1,2,4,2
250335_3,6,1,1,"[80,85)",1,4,0,1
251639_1,4,0,0,"[65,70)",0,3,4,2
241437_2,4,0,0,"[30,35)",0,2,4,2
241533_2,5,1,1,"[15,20)",0,2,4,2
33561_1,3,1,0,"[20,25)",0,3,0,1
161006_1,4,1,1,"[20,25)",1,4,4,2
241437_3,4,0,1,"[15,20)",1,2,0,1
36075_1,1,0,0,"[25,30)",1,2,4,3
241437_2,4,0,0,"[65,70)",0,2,0,1
198519_3,5,1,0,"[45,50)",0,4,0,1
198519_2,5,1,0,"[15,20)",0,4,4,2
81201_4,4,1,0,"[25,30)",0,4,4,3
81201_4,4,1,0,"[25,30)",0,4,1,2
79755_1,2,0,0,"[25,30)",0,4,4,4
198519_2,5,1,0,"[55,60)",0,4,0,1
80521_2,3,0,1,"[15,20)",0,4,0,1
80521_1,3,0,0,"[50,55)",0,4,4,2
80808_1,4,1,1,"[20,25)",1,4,0,1
120238_1,3,1,1,"[50,55)",1,4,0,1
80521_3,3,0,0,"[50,55)",0,4,0,1
81201_3,4,1,0,"[50,55)",0,4,4,3
80521_1,3,0,0,"[25,30)",0,4,0,1
120238_3,3,1,0,"[25,30)",0,4,1,2
80922_1,3,1,1,"[15,20)",1,4,4,4
81280_1,3,0,1,"[50,55)",0,4,0,1
120238_1,3,1,1,"[75,80)",1,4,4,3
81201_2,4,1,1,"[20,25)",0,4,0,1
82198_1,2,0,0,"[20,25)",0,4,0,1
198519_3,5,1,0,"[40,45)",0,4,4,2
252425_1,5,1,1,"[35,40)",1,2,4,2
80521_3,3,0,0,"[20,25)",0,4,4,2
81201_3,4,1,0,"[15,20)",0,4,1,2
80808_1,4,1,1,"[15,20)",1,4,4,2
75104_1,3,1,1,"[15,20)",1,4,4,3
81980_3,4,0,0,"[15,20)",0,4,2,1
80521_2,3,0,1,"[75,80)",0,4,4,2
248769_2,3,0,1,"[15,20)",0,4,1,3
252425_2,5,1,1,"[40,45)",0,2,4,2
81980_3,4,0,0,"[45,50)",0,4,4,2
75104_1,3,1,1,"[30,35)",1,4,0,1
120001_1,4,1,1,"[40,45)",1,4,4,4
248769_1,3,0,1,"[25,30)",0,4,4,4
79755_1,2,0,0,"[20,25)",0,4,0,1
81280_1,3,0,1,"[35,40)",0,4,4,4
82198_1,2,0,0,"[20,25)",0,4,4,2
252425_3,5,1,0,"[40,45)",0,2,0,1
252425_1,5,1,1,"[25,30)",1,2,0,1
120001_1,4,1,1,"[25,30)",1,4,0,1
252425_3,5,1,0,"[30,35)",0,2,4,2
252425_2,5,1,1,"[50,55)",0,2,0,1
80153_1,2,0,1,"[35,40)",0,4,0,1
248769_2,3,0,1,"[25,30)",0,4,4,4
248769_1,3,0,1,"[35,40)",0,4,0,1
248769_2,3,0,1,"[35,40)",0,4,0,1
248769_2,3,0,1,"[40,45)",0,4,1,2
53292_2,4,1,1,"[35,40)",0,2,4,2
246693_1,4,0,1,"[45,50)",1,1,4,2
246693_1,4,0,1,"[40,45)",1,1,0,1
64473_4,5,1,1,"[55,60)",0,1,2,2
237539_1,4,1,1,"[35,40)",1,1,0,1
53561_2,4,1,1,"[55,60)",0,2,4,2
248023_3,4,1,0,"[35,40)",1,1,4,2
246870_2,5,1,1,"[40,45)",1,1,0,1
246870_2,5,1,1,"[30,35)",1,1,4,2
248023_3,4,1,0,"[50,55)",1,1,0,1
246589_2,5,1,1,"[30,35)",0,1,4,2
53292_2,4,1,1,"[20,25)",0,2,0,1
248183_3,5,1,1,"[50,55)",0,1,4,2
55160_3,4,1,1,"[50,55)",1,1,0,1
248142_1,5,1,1,"[40,45)",1,1,4,2
246589_2,5,1,1,"[35,40)",0,1,0,1
247818_2,5,1,1,"[50,55)",0,1,4,2
246589_1,5,1,1,"[60,65)",1,1,4,2
65780_3,4,1,1,"[60,65)",0,1,4,2
64473_4,5,1,1,"[20,25)",0,1,0,1
248142_3,5,1,1,"[20,25)",0,1,4,2
246974_2,5,1,1,"[50,55)",0,1,4,2
246678_3,5,1,1,"[40,45)",1,1,4,2
248183_3,5,1,1,"[50,55)",0,1,0,1
246589_1,5,1,1,"[35,40)",1,1,0,1
64473_2,5,1,1,"[40,45)",0,1,0,1
246785_2,4,1,1,"[20,25)",0,1,4,2
64473_3,5,1,1,"[45,50)",0,1,0,1
247818_1,5,1,1,"[30,35)",1,1,4,2
248105_1,5,1,1,"[35,40)",0,1,4,2
55160_3,4,1,1,"[45,50)",1,1,4,2
65780_3,4,1,1,"[15,20)",0,1,0,1
199721_2,4,1,1,"[15,20)",0,1,3,2
64915_2,4,1,1,"[15,20)",0,1,4,2
248183_4,5,1,0,"[75,80)",1,1,4,2
248142_1,5,1,1,"[15,20)",1,1,0,1
247818_2,5,1,1,"[30,35)",0,1,0,1
53561_2,4,1,1,"[30,35)",0,2,3,1
53732_1,4,1,1,"[20,25)",1,1,4,2
248142_3,5,1,1,"[35,40)",0,1,0,1
51201_4,5,1,1,"[40,45)",0,1,4,2
248205_1,4,1,1,"[35,40)",1,1,0,1
247926_1,5,1,1,"[50,55)",1,1,4,2
199721_2,4,1,1,"[40,45)",0,1,2,1
64704_3,5,1,1,"[50,55)",1,1,4,2
64704_3,5,1,1,"[35,40)",1,1,0,1
247926_1,5,1,1,"[75,80)",1,1,0,1
246374_2,4,1,0,"[15,20)",0,1,0,1
53457_2,5,1,1,"[40,45)",0,1,2,1
53732_2,4,1,1,"[50,55)",0,1,4,2
251097_1,4,1,1,"[15,20)",1,1,4,2
66466_1,4,1,1,"[20,25)",1,1,4,2
248183_4,5,1,0,"[50,55)",1,1,0,1
246678_3,5,1,1,"[30,35)",1,1,0,1
199721_2,4,1,1,"[20,25)",0,1,4,3
53732_1,4,1,1,"[40,45)",1,1,0,1
246943_2,4,1,1,"[20,25)",0,1,2,1
53182_1,4,1,0,"[30,35)",1,2,4,2
64473_3,5,1,1,"[30,35)",0,1,4,3
52996_3,4,1,1,"[35,40)",0,1,4,3
53457_3,5,1,0,"[35,40)",0,1,4,4
53457_2,5,1,1,"[35,40)",0,1,4,2
246831_4,4,1,0,"[30,35)",0,1,0,1
53182_3,4,1,1,"[50,55)",0,2,4,2
53732_2,4,1,1,"[30,35)",0,1,3,1
53182_1,4,1,0,"[20,25)",1,2,2,1
66017_1,5,1,1,"[20,25)",1,1,4,3
248105_1,5,1,1,"[20,25)",0,1,3,1
246885_1,5,1,1,"[50,55)",1,1,4,2
66466_1,4,1,1,"[30,35)",1,1,0,1
53457_3,5,1,0,"[40,45)",0,1,1,3
64915_2,4,1,1,"[55,60)",0,1,0,1
197187_2,4,1,1,"[30,35)",0,1,4,2
246831_4,4,1,0,"[65,70)",0,1,4,2
246374_2,4,1,0,"[15,20)",0,1,4,2
64473_4,5,1,1,"[60,65)",0,1,4,3
246678_4,5,1,0,"[40,45)",0,1,0,1
251097_1,4,1,1,"[30,35)",1,1,0,1
246885_2,5,1,1,"[65,70)",0,1,4,2
52996_3,4,1,1,"[50,55)",0,1,2,2
66017_1,5,1,1,"[30,35)",1,1,0,1
246785_2,4,1,1,"[30,35)",0,1,2,1
246943_2,4,1,1,"[30,35)",0,1,4,2
66017_2,5,1,1,"[20,25)",0,1,3,1
246974_2,5,1,1,"[65,70)",0,1,2,1
246797_2,5,1,1,"[50,55)",0,1,4,2
246885_2,5,1,1,"[60,65)",0,1,0,1
251337_1,4,1,1,"[55,60)",1,1,4,2
251337_1,4,1,1,"[65,70)",1,1,0,1
237355_2,5,1,1,"[60,65)",1,1,4,2
251069_1,4,1,1,"[30,35)",1,1,4,2
248205_1,4,1,1,"[60,65)",1,1,4,2
52996_3,4,1,1,"[30,35)",0,1,0,1
51201_4,5,1,1,"[40,45)",0,1,1,1
246678_4,5,1,0,"[50,55)",0,1,4,2
247818_1,5,1,1,"[20,25)",1,1,0,1
246885_1,5,1,1,"[20,25)",1,1,0,1
251069_3,4,1,0,"[40,45)",0,1,4,2
251756_1,3,0,1,"[20,25)",0,3,0,1
237355_3,5,1,0,"[40,45)",0,1,4,2
197187_2,4,1,1,"[50,55)",0,1,2,1
237355_2,5,1,1,"[20,25)",1,1,0,1
246831_3,4,1,0,"[40,45)",1,1,0,1
246831_3,4,1,0,"[40,45)",1,1,4,2
237355_3,5,1,0,"[40,45)",0,1,0,1
66017_2,5,1,1,"[20,25)",0,1,4,2
199721_3,4,1,0,"[50,55)",1,1,4,3
54087_3,5,1,0,"[50,55)",0,2,4,2
54087_3,5,1,0,"[80,85)",0,2,0,1
237492_3,4,0,0,"[40,45)",0,1,4,2
56403_1,2,0,0,"[60,65)",1,4,0,1
237492_3,4,0,0,"[50,55)",0,1,0,1
54825_1,4,1,1,"[45,50)",1,3,4,2
237631_2,4,1,1,"[50,55)",0,1,4,2
237764_2,4,1,1,"[50,55)",0,1,4,2
54825_3,4,1,0,"[40,45)",0,3,0,1
56403_1,2,0,0,"[50,55)",1,4,4,3
237341_1,5,1,1,"[55,60)",0,1,4,2
55196_5,5,1,1,"[30,35)",0,4,0,1
237764_2,4,1,1,"[30,35)",0,1,2,1
237631_2,4,1,1,"[30,35)",0,1,0,1
54892_1,2,0,1,"[45,50)",1,3,4,2
55196_3,5,1,1,"[40,45)",0,4,0,1
55196_1,5,1,1,"[50,55)",1,4,4,2
237702_2,2,0,0,"[65,70)",0,1,4,2
237702_1,2,0,0,"[60,65)",1,1,4,2
55196_5,5,1,1,"[55,60)",0,4,4,2
54825_2,4,1,1,"[45,50)",0,3,4,2
54825_1,4,1,1,"[50,55)",1,3,0,1
55196_3,5,1,1,"[45,50)",0,4,4,2
237823_2,4,1,1,"[80,85)",1,1,4,2
237702_2,2,0,0,"[55,60)",0,1,2,1
237341_1,5,1,1,"[65,70)",0,1,0,1
54892_1,2,0,1,"[55,60)",1,3,0,1
54825_2,4,1,1,"[60,65)",0,3,2,1
237702_1,2,0,0,"[20,25)",1,1,2,1
55196_1,5,1,1,"[60,65)",1,4,2,1
237853_1,2,0,0,"[40,45)",1,1,4,2
237823_2,4,1,1,"[55,60)",1,1,0,1
54825_3,4,1,0,"[40,45)",0,3,4,2
237853_1,2,0,0,"[15,20)",1,1,2,1
34699_4,5,1,0,"[75,80)",0,1,4,2
246810_1,2,1,1,"[40,45)",1,1,2,1
246707_1,4,1,1,"[25,30)",1,1,0,1
246219_1,3,0,1,"[40,45)",1,1,0,1
237779_3,4,1,1,"[55,60)",1,1,0,1
248185_3,3,1,0,"[30,35)",0,1,4,2
246810_1,2,1,1,"[60,65)",1,1,4,2
237305_2,5,1,1,"[60,65)",0,1,4,2
34509_1,4,1,1,"[60,65)",1,1,4,2
246368_3,3,1,1,"[25,30)",1,1,0,1
34699_1,5,1,1,"[25,30)",1,1,4,2
237279_3,5,1,1,"[25,30)",1,1,2,1
237279_3,5,1,1,"[50,55)",1,1,4,2
248185_3,3,1,0,"[60,65)",0,1,1,1
62577_1,3,0,1,"[35,40)",1,4,4,2
55543_3,5,1,0,"[60,65)",0,4,4,2
248185_1,3,1,1,"[55,60)",1,1,4,2
237279_2,5,1,1,"[40,45)",0,1,2,1
246707_1,4,1,1,"[70,75)",1,1,4,2
56964_4,5,1,0,"[60,65)",1,1,0,1
246949_4,3,1,0,"[75,80)",1,1,0,1
246900_1,4,1,1,"[25,30)",1,1,0,1
237444_3,4,1,1,"[30,35)",0,1,4,2
237305_2,5,1,1,"[60,65)",0,1,0,1
246368_3,3,1,1,"[15,20)",1,1,4,2
246900_2,4,1,1,"[10,15)",0,1,0,1
246141_3,4,1,1,"[35,40)",0,1,4,2
237444_3,4,1,1,"[30,35)",0,1,0,1
61047_3,5,1,0,"[25,30)",0,1,4,3
34509_4,4,1,0,"[40,45)",0,1,1,2
55543_3,5,1,0,"[10,15)",0,4,0,1
62379_1,3,0,0,"[70,75)",1,4,4,2
237279_2,5,1,1,"[55,60)",0,1,4,2
237379_1,5,1,1,"[60,65)",1,1,0,1
246141_3,4,1,1,"[35,40)",0,1,0,1
63550_3,5,1,0,"[25,30)",0,3,4,2
34699_4,5,1,0,"[35,40)",0,1,0,1
61677_1,4,1,1,"[35,40)",1,1,4,2
246731_4,5,1,0,"[20,25)",0,1,4,2
237779_3,4,1,1,"[35,40)",1,1,4,2
61107_3,4,1,0,"[25,30)",0,1,4,2
237379_2,5,1,1,"[50,55)",0,1,4,2
62379_1,3,0,0,"[25,30)",1,4,0,1
246900_2,4,1,1,"[25,30)",0,1,4,2
34699_3,5,1,0,"[45,50)",1,1,4,2
34509_3,4,1,0,"[15,20)",0,1,3,2
59407_3,4,1,0,"[45,50)",1,1,4,3
63550_3,5,1,0,"[50,55)",0,3,0,1
59407_3,4,1,0,"[60,65)",1,1,1,2
34699_1,5,1,1,"[55,60)",1,1,0,1
56376_1,3,0,1,"[60,65)",1,4,0,1
34699_3,5,1,0,"[15,20)",1,1,0,1
63645_4,4,1,0,"[25,30)",1,4,4,2
34509_4,4,1,0,"[45,50)",0,1,4,3
61107_3,4,1,0,"[50,55)",0,1,0,1
237379_2,5,1,1,"[45,50)",0,1,0,1
246731_4,5,1,0,"[20,25)",0,1,0,1
61677_2,4,1,1,"[15,20)",0,1,4,2
61047_4,5,1,0,"[25,30)",1,1,4,3
34509_3,4,1,0,"[20,25)",0,1,0,1
246923_4,4,1,0,"[15,20)",1,1,0,1
246920_4,5,1,1,"[35,40)",0,1,4,2
62577_1,3,0,1,"[45,50)",1,4,0,1
60879_1,2,0,0,"[60,65)",0,4,4,4
59513_3,4,1,0,"[35,40)",0,1,4,5
246923_4,4,1,0,"[15,20)",1,1,4,2
61047_3,5,1,0,"[45,50)",0,1,0,1
56547_3,3,0,0,"[55,60)",1,4,2,1
60934_3,3,0,0,"[55,60)",0,4,1,2
61677_1,4,1,1,"[50,55)",1,1,0,1
237379_1,5,1,1,"[50,55)",1,1,4,2
34509_3,4,1,0,"[15,20)",0,1,4,3
237725_3,5,1,1,"[40,45)",1,1,4,2
246707_3,4,1,0,"[60,65)",0,1,4,2
56547_1,3,0,1,"[55,60)",1,4,4,2
63550_4,5,1,0,"[15,20)",0,3,4,2
59513_3,4,1,0,"[45,50)",0,1,0,1
246920_4,5,1,1,"[20,25)",0,1,0,1
61047_4,5,1,0,"[45,50)",1,1,1,2
246920_3,5,1,1,"[25,30)",1,1,0,1
59513_1,4,1,1,"[15,20)",1,1,4,3
63645_2,4,1,0,"[40,45)",0,4,0,1
246900_1,4,1,1,"[40,45)",1,1,4,2
61677_2,4,1,1,"[20,25)",0,1,2,1
246949_4,3,1,0,"[45,50)",1,1,4,2
63645_4,4,1,0,"[35,40)",1,4,0,1
59513_4,4,1,0,"[45,50)",0,1,0,1
246920_3,5,1,1,"[45,50)",1,1,4,2
63645_3,4,1,0,"[20,25)",1,4,4,4
63645_3,4,1,0,"[25,30)",1,4,0,1
60609_4,5,1,0,"[20,25)",1,4,0,1
56964_4,5,1,0,"[15,20)",1,1,4,2
34509_1,4,1,1,"[55,60)",1,1,0,1
59513_1,4,1,1,"[50,55)",1,1,0,1
59407_1,4,1,1,"[35,40)",0,1,4,2
60879_1,2,0,0,"[55,60)",0,4,0,1
60934_2,3,0,1,"[55,60)",1,4,4,2
237725_3,5,1,1,"[35,40)",1,1,0,1
56547_1,3,0,1,"[40,45)",1,4,0,1
63645_2,4,1,0,"[45,50)",0,4,4,2
246707_3,4,1,0,"[50,55)",0,1,0,1
246219_1,3,0,1,"[80,85)",1,1,4,2
248185_1,3,1,1,"[80,85)",1,1,0,1
59513_4,4,1,0,"[75,80)",0,1,4,4
63550_4,5,1,0,"[35,40)",0,3,0,1
60934_2,3,0,1,"[70,75)",1,4,0,1
60609_4,5,1,0,"[40,45)",1,4,4,2
60934_3,3,0,0,"[30,35)",0,4,4,3
59407_1,4,1,1,"[80,85)",0,1,1,1
56547_3,3,0,0,"[40,45)",1,4,4,2
244179_2,4,0,0,"[60,65)",0,2,4,2
244179_2,4,0,0,"[15,20)",0,2,0,1
18308_3,5,1,1,"[35,40)",1,1,0,1
236087_2,5,1,0,"[45,50)",0,1,4,2
236197_2,5,1,1,"[35,40)",0,1,4,2
257172_4,5,1,1,"[85,90]",1,1,2,2
10281_1,5,1,1,"[30,35)",1,1,4,2
10987_3,5,1,1,"[15,20)",1,1,4,3
11145_1,4,1,1,"[75,80)",1,3,4,2
18308_2,5,1,1,"[30,35)",0,1,3,2
10987_3,5,1,1,"[45,50)",1,1,2,2
11831_3,4,1,0,"[80,85)",0,1,1,3
236336_2,5,1,1,"[50,55)",0,1,0,1
10987_2,5,1,1,"[65,70)",0,1,4,4
18308_3,5,1,1,"[60,65)",1,1,4,3
244179_1,4,0,1,"[50,55)",1,2,4,2
11145_1,4,1,1,"[60,65)",1,3,0,1
236336_2,5,1,1,"[80,85)",0,1,4,2
9862_1,4,1,1,"[30,35)",1,1,4,2
244970_1,4,0,1,"[85,90]",1,1,4,2
257172_2,5,1,1,"[70,75)",0,1,4,2
11831_3,4,1,0,"[65,70)",0,1,4,4
18308_2,5,1,1,"[20,25)",0,1,2,1
236197_2,5,1,1,"[20,25)",0,1,2,1
9429_1,4,0,0,"[60,65)",0,1,4,2
9429_1,4,0,0,"[70,75)",0,1,2,1
9429_2,4,0,0,"[80,85)",0,1,0,1
257172_4,5,1,1,"[70,75)",1,1,0,1
236336_1,5,1,1,"[15,20)",1,1,4,2
15399_3,3,1,0,"[35,40)",1,1,1,4
15399_3,3,1,0,"[20,25)",1,1,4,5
244019_1,4,0,1,"[45,50)",1,1,0,1
244019_1,4,0,1,"[45,50)",1,1,4,2
257172_3,5,1,1,"[40,45)",0,1,0,1
9611_3,5,1,1,"[30,35)",1,1,4,3
257172_2,5,1,1,"[20,25)",0,1,0,1
244970_1,4,0,1,"[30,35)",1,1,0,1
234754_3,5,1,0,"[45,50)",0,1,0,1
236336_3,5,1,1,"[30,35)",0,1,0,1
236336_3,5,1,1,"[55,60)",0,1,4,2
11145_2,4,1,1,"[40,45)",0,3,0,1
5432_1,2,0,0,"[40,45)",0,4,4,2
236336_1,5,1,1,"[30,35)",1,1,0,1
